code,fk_name,parent,concept_name,source,standard_semantic_hierarchy
Carroll County,"Carroll, AR",None,Feature Name,2023 GNIS,No
Cleburne County,"Cleburne, AR",None,Feature Name,2023 GNIS,No
Saline County,"Saline, AR",None,Feature Name,2023 GNIS,No
State of Arkansas,Arkansas,None,Feature Name,2023 GNIS,No
Chicot County,"Chicot, AR",None,Feature Name,2023 GNIS,No
Crawford County,"Crawford, AR",None,Feature Name,2023 GNIS,No
Crittenden County,"Crittenden, AR",None,Feature Name,2023 GNIS,No
Independence County,"Independence, AR",None,Feature Name,2023 GNIS,No
Lonoke County,"Lonoke, AR",None,Feature Name,2023 GNIS,No
Madison County,"Madison, AR",None,Feature Name,2023 GNIS,No
Miller County,"Miller, AR",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, AR",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, AR",None,Feature Name,2023 GNIS,No
Nevada County,"Nevada, AR",None,Feature Name,2023 GNIS,No
Ouachita County,"Ouachita, AR",None,Feature Name,2023 GNIS,No
Perry County,"Perry, AR",None,Feature Name,2023 GNIS,No
Phillips County,"Phillips, AR",None,Feature Name,2023 GNIS,No
Pike County,"Pike, AR",None,Feature Name,2023 GNIS,No
Poinsett County,"Poinsett, AR",None,Feature Name,2023 GNIS,No
Polk County,"Polk, AR",None,Feature Name,2023 GNIS,No
Prairie County,"Prairie, AR",None,Feature Name,2023 GNIS,No
Pulaski County,"Pulaski, AR",None,Feature Name,2023 GNIS,No
Randolph County,"Randolph, AR",None,Feature Name,2023 GNIS,No
Scott County,"Scott, AR",None,Feature Name,2023 GNIS,No
Searcy County,"Searcy, AR",None,Feature Name,2023 GNIS,No
Sebastian County,"Sebastian, AR",None,Feature Name,2023 GNIS,No
Sevier County,"Sevier, AR",None,Feature Name,2023 GNIS,No
Sharp County,"Sharp, AR",None,Feature Name,2023 GNIS,No
Baxter County,"Baxter, AR",None,Feature Name,2023 GNIS,No
Benton County,"Benton, AR",None,Feature Name,2023 GNIS,No
Boone County,"Boone, AR",None,Feature Name,2023 GNIS,No
Marion County,"Marion, AR",None,Feature Name,2023 GNIS,No
Mississippi County,"Mississippi, AR",None,Feature Name,2023 GNIS,No
Newton County,"Newton, AR",None,Feature Name,2023 GNIS,No
Pope County,"Pope, AR",None,Feature Name,2023 GNIS,No
Stone County,"Stone, AR",None,Feature Name,2023 GNIS,No
Union County,"Union, AR",None,Feature Name,2023 GNIS,No
Van Buren County,"Van Buren, AR",None,Feature Name,2023 GNIS,No
Washington County,"Washington, AR",None,Feature Name,2023 GNIS,No
White County,"White, AR",None,Feature Name,2023 GNIS,No
Woodruff County,"Woodruff, AR",None,Feature Name,2023 GNIS,No
Yell County,"Yell, AR",None,Feature Name,2023 GNIS,No
Logan County,"Logan, AR",None,Feature Name,2023 GNIS,No
Saint Francis County,"St. Francis, AR",None,Feature Name,2023 GNIS,No
Autauga County,"Autauga, AL",None,Feature Name,2023 GNIS,No
Baldwin County,"Baldwin, AL",None,Feature Name,2023 GNIS,No
Barbour County,"Barbour, AL",None,Feature Name,2023 GNIS,No
Bibb County,"Bibb, AL",None,Feature Name,2023 GNIS,No
Blount County,"Blount, AL",None,Feature Name,2023 GNIS,No
Bullock County,"Bullock, AL",None,Feature Name,2023 GNIS,No
Butler County,"Butler, AL",None,Feature Name,2023 GNIS,No
Calhoun County,"Calhoun, AL",None,Feature Name,2023 GNIS,No
Chambers County,"Chambers, AL",None,Feature Name,2023 GNIS,No
Cherokee County,"Cherokee, AL",None,Feature Name,2023 GNIS,No
Chilton County,"Chilton, AL",None,Feature Name,2023 GNIS,No
Choctaw County,"Choctaw, AL",None,Feature Name,2023 GNIS,No
Clarke County,"Clarke, AL",None,Feature Name,2023 GNIS,No
Clay County,"Clay, AL",None,Feature Name,2023 GNIS,No
Cleburne County,"Cleburne, AL",None,Feature Name,2023 GNIS,No
Coffee County,"Coffee, AL",None,Feature Name,2023 GNIS,No
Colbert County,"Colbert, AL",None,Feature Name,2023 GNIS,No
Conecuh County,"Conecuh, AL",None,Feature Name,2023 GNIS,No
Coosa County,"Coosa, AL",None,Feature Name,2023 GNIS,No
Covington County,"Covington, AL",None,Feature Name,2023 GNIS,No
Crenshaw County,"Crenshaw, AL",None,Feature Name,2023 GNIS,No
Cullman County,"Cullman, AL",None,Feature Name,2023 GNIS,No
Dale County,"Dale, AL",None,Feature Name,2023 GNIS,No
Dallas County,"Dallas, AL",None,Feature Name,2023 GNIS,No
DeKalb County,"DeKalb, AL",None,Feature Name,2023 GNIS,No
Elmore County,"Elmore, AL",None,Feature Name,2023 GNIS,No
Escambia County,"Escambia, AL",None,Feature Name,2023 GNIS,No
Etowah County,"Etowah, AL",None,Feature Name,2023 GNIS,No
Fayette County,"Fayette, AL",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, AL",None,Feature Name,2023 GNIS,No
Geneva County,"Geneva, AL",None,Feature Name,2023 GNIS,No
Greene County,"Greene, AL",None,Feature Name,2023 GNIS,No
Hale County,"Hale, AL",None,Feature Name,2023 GNIS,No
Henry County,"Henry, AL",None,Feature Name,2023 GNIS,No
Houston County,"Houston, AL",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, AL",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, AL",None,Feature Name,2023 GNIS,No
Lamar County,"Lamar, AL",None,Feature Name,2023 GNIS,No
Lauderdale County,"Lauderdale, AL",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, AL",None,Feature Name,2023 GNIS,No
Lee County,"Lee, AL",None,Feature Name,2023 GNIS,No
Limestone County,"Limestone, AL",None,Feature Name,2023 GNIS,No
Lowndes County,"Lowndes, AL",None,Feature Name,2023 GNIS,No
Macon County,"Macon, AL",None,Feature Name,2023 GNIS,No
Madison County,"Madison, AL",None,Feature Name,2023 GNIS,No
Marengo County,"Marengo, AL",None,Feature Name,2023 GNIS,No
Marion County,"Marion, AL",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, AL",None,Feature Name,2023 GNIS,No
Mobile County,"Mobile, AL",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, AL",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, AL",None,Feature Name,2023 GNIS,No
Morgan County,"Morgan, AL",None,Feature Name,2023 GNIS,No
Perry County,"Perry, AL",None,Feature Name,2023 GNIS,No
Pickens County,"Pickens, AL",None,Feature Name,2023 GNIS,No
Pike County,"Pike, AL",None,Feature Name,2023 GNIS,No
Randolph County,"Randolph, AL",None,Feature Name,2023 GNIS,No
Russell County,"Russell, AL",None,Feature Name,2023 GNIS,No
Shelby County,"Shelby, AL",None,Feature Name,2023 GNIS,No
Sumter County,"Sumter, AL",None,Feature Name,2023 GNIS,No
Talladega County,"Talladega, AL",None,Feature Name,2023 GNIS,No
Tallapoosa County,"Tallapoosa, AL",None,Feature Name,2023 GNIS,No
Tuscaloosa County,"Tuscaloosa, AL",None,Feature Name,2023 GNIS,No
Walker County,"Walker, AL",None,Feature Name,2023 GNIS,No
Washington County,"Washington, AL",None,Feature Name,2023 GNIS,No
Wilcox County,"Wilcox, AL",None,Feature Name,2023 GNIS,No
Winston County,"Winston, AL",None,Feature Name,2023 GNIS,No
Saint Clair County,"St. Clair, AL",None,Feature Name,2023 GNIS,No
Adams County,"Adams, CO",None,Feature Name,2023 GNIS,No
Alamosa County,"Alamosa, CO",None,Feature Name,2023 GNIS,No
Arapahoe County,"Arapahoe, CO",None,Feature Name,2023 GNIS,No
Archuleta County,"Archuleta, CO",None,Feature Name,2023 GNIS,No
Baca County,"Baca, CO",None,Feature Name,2023 GNIS,No
Bent County,"Bent, CO",None,Feature Name,2023 GNIS,No
Boulder County,"Boulder, CO",None,Feature Name,2023 GNIS,No
Chaffee County,"Chaffee, CO",None,Feature Name,2023 GNIS,No
Cheyenne County,"Cheyenne, CO",None,Feature Name,2023 GNIS,No
Clear Creek County,"Clear Creek, CO",None,Feature Name,2023 GNIS,No
Conejos County,"Conejos, CO",None,Feature Name,2023 GNIS,No
Costilla County,"Costilla, CO",None,Feature Name,2023 GNIS,No
Crowley County,"Crowley, CO",None,Feature Name,2023 GNIS,No
Custer County,"Custer, CO",None,Feature Name,2023 GNIS,No
Delta County,"Delta, CO",None,Feature Name,2023 GNIS,No
Denver County,"Denver, CO",None,Feature Name,2023 GNIS,No
Dolores County,"Dolores, CO",None,Feature Name,2023 GNIS,No
Douglas County,"Douglas, CO",None,Feature Name,2023 GNIS,No
Eagle County,"Eagle, CO",None,Feature Name,2023 GNIS,No
El Paso County,"El Paso, CO",None,Feature Name,2023 GNIS,No
Elbert County,"Elbert, CO",None,Feature Name,2023 GNIS,No
Fremont County,"Fremont, CO",None,Feature Name,2023 GNIS,No
Garfield County,"Garfield, CO",None,Feature Name,2023 GNIS,No
Gilpin County,"Gilpin, CO",None,Feature Name,2023 GNIS,No
Grand County,"Grand, CO",None,Feature Name,2023 GNIS,No
Gunnison County,"Gunnison, CO",None,Feature Name,2023 GNIS,No
Hinsdale County,"Hinsdale, CO",None,Feature Name,2023 GNIS,No
Huerfano County,"Huerfano, CO",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, CO",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, CO",None,Feature Name,2023 GNIS,No
Kiowa County,"Kiowa, CO",None,Feature Name,2023 GNIS,No
Kit Carson County,"Kit Carson, CO",None,Feature Name,2023 GNIS,No
La Plata County,"La Plata, CO",None,Feature Name,2023 GNIS,No
Lake County,"Lake, CO",None,Feature Name,2023 GNIS,No
Larimer County,"Larimer, CO",None,Feature Name,2023 GNIS,No
Las Animas County,"Las Animas, CO",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, CO",None,Feature Name,2023 GNIS,No
Logan County,"Logan, CO",None,Feature Name,2023 GNIS,No
Mesa County,"Mesa, CO",None,Feature Name,2023 GNIS,No
Mineral County,"Mineral, CO",None,Feature Name,2023 GNIS,No
Moffat County,"Moffat, CO",None,Feature Name,2023 GNIS,No
Montezuma County,"Montezuma, CO",None,Feature Name,2023 GNIS,No
Montrose County,"Montrose, CO",None,Feature Name,2023 GNIS,No
Morgan County,"Morgan, CO",None,Feature Name,2023 GNIS,No
Otero County,"Otero, CO",None,Feature Name,2023 GNIS,No
Ouray County,"Ouray, CO",None,Feature Name,2023 GNIS,No
Park County,"Park, CO",None,Feature Name,2023 GNIS,No
Phillips County,"Phillips, CO",None,Feature Name,2023 GNIS,No
Pitkin County,"Pitkin, CO",None,Feature Name,2023 GNIS,No
Prowers County,"Prowers, CO",None,Feature Name,2023 GNIS,No
Pueblo County,"Pueblo, CO",None,Feature Name,2023 GNIS,No
Rio Blanco County,"Rio Blanco, CO",None,Feature Name,2023 GNIS,No
Rio Grande County,"Rio Grande, CO",None,Feature Name,2023 GNIS,No
Routt County,"Routt, CO",None,Feature Name,2023 GNIS,No
Saguache County,"Saguache, CO",None,Feature Name,2023 GNIS,No
San Juan County,"San Juan, CO",None,Feature Name,2023 GNIS,No
San Miguel County,"San Miguel, CO",None,Feature Name,2023 GNIS,No
Sedgwick County,"Sedgwick, CO",None,Feature Name,2023 GNIS,No
Summit County,"Summit, CO",None,Feature Name,2023 GNIS,No
Teller County,"Teller, CO",None,Feature Name,2023 GNIS,No
Washington County,"Washington, CO",None,Feature Name,2023 GNIS,No
Weld County,"Weld, CO",None,Feature Name,2023 GNIS,No
Yuma County,"Yuma, CO",None,Feature Name,2023 GNIS,No
Sussex County,"Sussex, DE",None,Feature Name,2023 GNIS,No
New Castle County,"New Castle, DE",None,Feature Name,2023 GNIS,No
Kent County,"Kent, DE",None,Feature Name,2023 GNIS,No
El Dorado County,"El Dorado, CA",None,Feature Name,2023 GNIS,No
Fresno County,"Fresno, CA",None,Feature Name,2023 GNIS,No
Glenn County,"Glenn, CA",None,Feature Name,2023 GNIS,No
Imperial County,"Imperial, CA",None,Feature Name,2023 GNIS,No
Kings County,"Kings, CA",None,Feature Name,2023 GNIS,No
Lake County,"Lake, CA",None,Feature Name,2023 GNIS,No
Los Angeles County,"Los Angeles, CA",None,Feature Name,2023 GNIS,No
Madera County,"Madera, CA",None,Feature Name,2023 GNIS,No
Marin County,"Marin, CA",None,Feature Name,2023 GNIS,No
Mariposa County,"Mariposa, CA",None,Feature Name,2023 GNIS,No
Mendocino County,"Mendocino, CA",None,Feature Name,2023 GNIS,No
Merced County,"Merced, CA",None,Feature Name,2023 GNIS,No
Modoc County,"Modoc, CA",None,Feature Name,2023 GNIS,No
Mono County,"Mono, CA",None,Feature Name,2023 GNIS,No
Monterey County,"Monterey, CA",None,Feature Name,2023 GNIS,No
Napa County,"Napa, CA",None,Feature Name,2023 GNIS,No
Orange County,"Orange, CA",None,Feature Name,2023 GNIS,No
Placer County,"Placer, CA",None,Feature Name,2023 GNIS,No
Plumas County,"Plumas, CA",None,Feature Name,2023 GNIS,No
Riverside County,"Riverside, CA",None,Feature Name,2023 GNIS,No
Sacramento County,"Sacramento, CA",None,Feature Name,2023 GNIS,No
San Benito County,"San Benito, CA",None,Feature Name,2023 GNIS,No
San Bernardino County,"San Bernardino, CA",None,Feature Name,2023 GNIS,No
San Diego County,"San Diego, CA",None,Feature Name,2023 GNIS,No
San Francisco County,"San Francisco, CA",None,Feature Name,2023 GNIS,No
San Joaquin County,"San Joaquin, CA",None,Feature Name,2023 GNIS,No
San Luis Obispo County,"San Luis Obispo, CA",None,Feature Name,2023 GNIS,No
San Mateo County,"San Mateo, CA",None,Feature Name,2023 GNIS,No
Santa Barbara County,"Santa Barbara, CA",None,Feature Name,2023 GNIS,No
Santa Clara County,"Santa Clara, CA",None,Feature Name,2023 GNIS,No
Santa Cruz County,"Santa Cruz, CA",None,Feature Name,2023 GNIS,No
Sierra County,"Sierra, CA",None,Feature Name,2023 GNIS,No
Siskiyou County,"Siskiyou, CA",None,Feature Name,2023 GNIS,No
Solano County,"Solano, CA",None,Feature Name,2023 GNIS,No
Stanislaus County,"Stanislaus, CA",None,Feature Name,2023 GNIS,No
Sutter County,"Sutter, CA",None,Feature Name,2023 GNIS,No
Trinity County,"Trinity, CA",None,Feature Name,2023 GNIS,No
Tulare County,"Tulare, CA",None,Feature Name,2023 GNIS,No
Tuolumne County,"Tuolumne, CA",None,Feature Name,2023 GNIS,No
Ventura County,"Ventura, CA",None,Feature Name,2023 GNIS,No
Yolo County,"Yolo, CA",None,Feature Name,2023 GNIS,No
Yuba County,"Yuba, CA",None,Feature Name,2023 GNIS,No
Duval County,"Duval, FL",None,Feature Name,2023 GNIS,No
DeSoto County,"DeSoto, FL",None,Feature Name,2023 GNIS,No
State of Florida,Florida,None,Feature Name,2023 GNIS,No
Levy County,"Levy, FL",None,Feature Name,2023 GNIS,No
Dixie County,"Dixie, FL",None,Feature Name,2023 GNIS,No
Clay County,"Clay, FL",None,Feature Name,2023 GNIS,No
Walton County,"Walton, FL",None,Feature Name,2023 GNIS,No
Taylor County,"Taylor, FL",None,Feature Name,2023 GNIS,No
Suwannee County,"Suwannee, FL",None,Feature Name,2023 GNIS,No
Nassau County,"Nassau, FL",None,Feature Name,2023 GNIS,No
Madison County,"Madison, FL",None,Feature Name,2023 GNIS,No
Lafayette County,"Lafayette, FL",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, FL",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, FL",None,Feature Name,2023 GNIS,No
Holmes County,"Holmes, FL",None,Feature Name,2023 GNIS,No
Hamilton County,"Hamilton, FL",None,Feature Name,2023 GNIS,No
Escambia County,"Escambia, FL",None,Feature Name,2023 GNIS,No
Bay County,"Bay, FL",None,Feature Name,2023 GNIS,No
Pasco County,"Pasco, FL",None,Feature Name,2023 GNIS,No
Sumter County,"Sumter, FL",None,Feature Name,2023 GNIS,No
Sarasota County,"Sarasota, FL",None,Feature Name,2023 GNIS,No
Charlotte County,"Charlotte, FL",None,Feature Name,2023 GNIS,No
Glades County,"Glades, FL",None,Feature Name,2023 GNIS,No
Manatee County,"Manatee, FL",None,Feature Name,2023 GNIS,No
Pinellas County,"Pinellas, FL",None,Feature Name,2023 GNIS,No
Hardee County,"Hardee, FL",None,Feature Name,2023 GNIS,No
Polk County,"Polk, FL",None,Feature Name,2023 GNIS,No
Osceola County,"Osceola, FL",None,Feature Name,2023 GNIS,No
Brevard County,"Brevard, FL",None,Feature Name,2023 GNIS,No
Orange County,"Orange, FL",None,Feature Name,2023 GNIS,No
Hernando County,"Hernando, FL",None,Feature Name,2023 GNIS,No
Citrus County,"Citrus, FL",None,Feature Name,2023 GNIS,No
Broward County,"Broward, FL",None,Feature Name,2023 GNIS,No
Collier County,"Collier, FL",None,Feature Name,2023 GNIS,No
Miami-Dade County,"Miami-Dade, FL",None,Feature Name,2023 GNIS,No
Highlands County,"Highlands, FL",None,Feature Name,2023 GNIS,No
Hillsborough County,"Hillsborough, FL",None,Feature Name,2023 GNIS,No
Lee County,"Lee, FL",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, FL",None,Feature Name,2023 GNIS,No
Okeechobee County,"Okeechobee, FL",None,Feature Name,2023 GNIS,No
Palm Beach County,"Palm Beach, FL",None,Feature Name,2023 GNIS,No
Washington County,"Washington, FL",None,Feature Name,2023 GNIS,No
Gilchrist County,"Gilchrist, FL",None,Feature Name,2023 GNIS,No
Bradford County,"Bradford, FL",None,Feature Name,2023 GNIS,No
Seminole County,"Seminole, FL",None,Feature Name,2023 GNIS,No
Columbia County,"Columbia, FL",None,Feature Name,2023 GNIS,No
Putnam County,"Putnam, FL",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, FL",None,Feature Name,2023 GNIS,No
Wakulla County,"Wakulla, FL",None,Feature Name,2023 GNIS,No
Union County,"Union, FL",None,Feature Name,2023 GNIS,No
Santa Rosa County,"Santa Rosa, FL",None,Feature Name,2023 GNIS,No
Okaloosa County,"Okaloosa, FL",None,Feature Name,2023 GNIS,No
Leon County,"Leon, FL",None,Feature Name,2023 GNIS,No
Gulf County,"Gulf, FL",None,Feature Name,2023 GNIS,No
Gadsden County,"Gadsden, FL",None,Feature Name,2023 GNIS,No
Calhoun County,"Calhoun, FL",None,Feature Name,2023 GNIS,No
Baker County,"Baker, FL",None,Feature Name,2023 GNIS,No
Volusia County,"Volusia, FL",None,Feature Name,2023 GNIS,No
Marion County,"Marion, FL",None,Feature Name,2023 GNIS,No
Indian River County,"Indian River, FL",None,Feature Name,2023 GNIS,No
Hendry County,"Hendry, FL",None,Feature Name,2023 GNIS,No
Saint Johns County,"St. Johns, FL",None,Feature Name,2023 GNIS,No
Saint Lucie County,"St. Lucie, FL",None,Feature Name,2023 GNIS,No
Flagler County,"Flagler, FL",None,Feature Name,2023 GNIS,No
Alachua County,"Alachua, FL",None,Feature Name,2023 GNIS,No
Liberty County,"Liberty, FL",None,Feature Name,2023 GNIS,No
Martin County,"Martin, FL",None,Feature Name,2023 GNIS,No
Lake County,"Lake, FL",None,Feature Name,2023 GNIS,No
Berrien County,"Berrien, GA",None,Feature Name,2023 GNIS,No
Carroll County,"Carroll, GA",None,Feature Name,2023 GNIS,No
Coweta County,"Coweta, GA",None,Feature Name,2023 GNIS,No
Harris County,"Harris, GA",None,Feature Name,2023 GNIS,No
Lamar County,"Lamar, GA",None,Feature Name,2023 GNIS,No
Long County,"Long, GA",None,Feature Name,2023 GNIS,No
Lowndes County,"Lowndes, GA",None,Feature Name,2023 GNIS,No
Talbot County,"Talbot, GA",None,Feature Name,2023 GNIS,No
White County,"White, GA",None,Feature Name,2023 GNIS,No
Baker County,"Baker, GA",None,Feature Name,2023 GNIS,No
Candler County,"Candler, GA",None,Feature Name,2023 GNIS,No
Crawford County,"Crawford, GA",None,Feature Name,2023 GNIS,No
Jenkins County,"Jenkins, GA",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, GA",None,Feature Name,2023 GNIS,No
Peach County,"Peach, GA",None,Feature Name,2023 GNIS,No
Turner County,"Turner, GA",None,Feature Name,2023 GNIS,No
Worth County,"Worth, GA",None,Feature Name,2023 GNIS,No
Lee County,"Lee, GA",None,Feature Name,2023 GNIS,No
Sumter County,"Sumter, GA",None,Feature Name,2023 GNIS,No
Polk County,"Polk, GA",None,Feature Name,2023 GNIS,No
Mitchell County,"Mitchell, GA",None,Feature Name,2023 GNIS,No
Thomas County,"Thomas, GA",None,Feature Name,2023 GNIS,No
Cook County,"Cook, GA",None,Feature Name,2023 GNIS,No
Colquitt County,"Colquitt, GA",None,Feature Name,2023 GNIS,No
Calhoun County,"Calhoun, GA",None,Feature Name,2023 GNIS,No
Miller County,"Miller, GA",None,Feature Name,2023 GNIS,No
Tift County,"Tift, GA",None,Feature Name,2023 GNIS,No
Marion County,"Marion, GA",None,Feature Name,2023 GNIS,No
Schley County,"Schley, GA",None,Feature Name,2023 GNIS,No
Taylor County,"Taylor, GA",None,Feature Name,2023 GNIS,No
Bacon County,"Bacon, GA",None,Feature Name,2023 GNIS,No
Clay County,"Clay, GA",None,Feature Name,2023 GNIS,No
Early County,"Early, GA",None,Feature Name,2023 GNIS,No
Toombs County,"Toombs, GA",None,Feature Name,2023 GNIS,No
Baldwin County,"Baldwin, GA",None,Feature Name,2023 GNIS,No
Jones County,"Jones, GA",None,Feature Name,2023 GNIS,No
Twiggs County,"Twiggs, GA",None,Feature Name,2023 GNIS,No
Wilcox County,"Wilcox, GA",None,Feature Name,2023 GNIS,No
Brooks County,"Brooks, GA",None,Feature Name,2023 GNIS,No
Glascock County,"Glascock, GA",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, GA",None,Feature Name,2023 GNIS,No
Atkinson County,"Atkinson, GA",None,Feature Name,2023 GNIS,No
Evans County,"Evans, GA",None,Feature Name,2023 GNIS,No
Morgan County,"Morgan, GA",None,Feature Name,2023 GNIS,No
Jasper County,"Jasper, GA",None,Feature Name,2023 GNIS,No
Pike County,"Pike, GA",None,Feature Name,2023 GNIS,No
Laurens County,"Laurens, GA",None,Feature Name,2023 GNIS,No
Johnson County,"Johnson, GA",None,Feature Name,2023 GNIS,No
Upson County,"Upson, GA",None,Feature Name,2023 GNIS,No
Wilkinson County,"Wilkinson, GA",None,Feature Name,2023 GNIS,No
Meriwether County,"Meriwether, GA",None,Feature Name,2023 GNIS,No
Macon County,"Macon, GA",None,Feature Name,2023 GNIS,No
Heard County,"Heard, GA",None,Feature Name,2023 GNIS,No
Putnam County,"Putnam, GA",None,Feature Name,2023 GNIS,No
Stewart County,"Stewart, GA",None,Feature Name,2023 GNIS,No
Tattnall County,"Tattnall, GA",None,Feature Name,2023 GNIS,No
Bleckley County,"Bleckley, GA",None,Feature Name,2023 GNIS,No
Coffee County,"Coffee, GA",None,Feature Name,2023 GNIS,No
Dade County,"Dade, GA",None,Feature Name,2023 GNIS,No
Treutlen County,"Treutlen, GA",None,Feature Name,2023 GNIS,No
Emanuel County,"Emanuel, GA",None,Feature Name,2023 GNIS,No
Pulaski County,"Pulaski, GA",None,Feature Name,2023 GNIS,No
Taliaferro County,"Taliaferro, GA",None,Feature Name,2023 GNIS,No
Warren County,"Warren, GA",None,Feature Name,2023 GNIS,No
Elbert County,"Elbert, GA",None,Feature Name,2023 GNIS,No
Burke County,"Burke, GA",None,Feature Name,2023 GNIS,No
Echols County,"Echols, GA",None,Feature Name,2023 GNIS,No
Lanier County,"Lanier, GA",None,Feature Name,2023 GNIS,No
Dodge County,"Dodge, GA",None,Feature Name,2023 GNIS,No
Hancock County,"Hancock, GA",None,Feature Name,2023 GNIS,No
Washington County,"Washington, GA",None,Feature Name,2023 GNIS,No
Greene County,"Greene, GA",None,Feature Name,2023 GNIS,No
McDuffie County,"McDuffie, GA",None,Feature Name,2023 GNIS,No
Columbia County,"Columbia, GA",None,Feature Name,2023 GNIS,No
Pierce County,"Pierce, GA",None,Feature Name,2023 GNIS,No
Appling County,"Appling, GA",None,Feature Name,2023 GNIS,No
Banks County,"Banks, GA",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, GA",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, GA",None,Feature Name,2023 GNIS,No
Paulding County,"Paulding, GA",None,Feature Name,2023 GNIS,No
Stephens County,"Stephens, GA",None,Feature Name,2023 GNIS,No
Screven County,"Screven, GA",None,Feature Name,2023 GNIS,No
Effingham County,"Effingham, GA",None,Feature Name,2023 GNIS,No
Bulloch County,"Bulloch, GA",None,Feature Name,2023 GNIS,No
Bryan County,"Bryan, GA",None,Feature Name,2023 GNIS,No
Quitman County,"Quitman, GA",None,Feature Name,2023 GNIS,No
